,firearm_used_flag,zip_code,report_no
15925,True,64130,KC20006539
15933,True,64128,KC20000753
15944,True,64132,KC20005518
15972,True,64124,KC20009623
15976,True,64131,KC20002725
15998,True,64138,KC20009753
16015,True,64123,KC20000357
16040,True,64125,KC20016243
16042,True,64111,KC20008699
16058,True,64109,KC20002589
16070,True,64111,KC20007679
16073,True,64131,KC20011806
16097,True,64128,KC20008719
16125,True,64126,KC20001881
16131,True,64109,KC20015435
16145,True,64101,KC20001213
16149,True,64106,KC20012133
16154,True,64155,KC20007525
16167,True,64129,KC20001538
16210,True,64127,KC20000249
16221,True,64129,KC20010215
16268,True,64123,KC20004883
16289,True,64132,KC20014966
16295,True,64134,KC20011352
16296,True,64127,KC20001464
16315,True,64130,KC20008013
16324,True,64127,KC20015953
16334,True,64130,KC20001677
16340,True,64127,KC20016876
16399,True,64110,KC20002937
16401,True,64127,KC20015830
16407,True,64124,KC20004393
16452,True,64109,KC20010838
16456,True,64131,KC20000498
16491,True,64123,KC20009630
16493,True,64116,KC20008601
16495,True,64132,KC20003456
16498,True,64127,KC20014469
16500,True,64131,KC20014755
16510,True,64130,KC20010200
16537,True,64138,KC20002736
16540,True,64111,KC20007639
16547,True,64134,KC20004297
16568,True,64127,KC20009325
16592,True,64130,KC20004772
16612,True,64133,KC20004714
16618,True,64116,KC20007512
16642,True,64138,KC20012855
16653,True,64052,KC20010357
16659,True,64134,KC20014117
16670,True,64132,KC20012251
16728,True,64119,KC20002837
16731,True,64120,KC20004329
16745,True,64145,KC20016224
16763,True,64136,KC20011636
16776,True,64030,KC20006857
16779,True,64130,KC20010114
16797,True,64114,KC20003723
16820,True,64111,KC20013693
16845,True,64123,KC20009630
16864,True,64124,KC20010233
16869,True,64128,KC20004361
16871,True,64127,KC20004227
16879,True,64133,KC20004714
16932,True,64134,KC20007732
16937,True,64130,KC20005139
16961,True,64111,KC20005997
16963,True,64128,KC20000158
16967,True,64119,KC20005121
16970,True,64134,KC20004297
16977,True,64125,KC20000794
16988,True,64130,KC20012804
17044,True,64123,KC20003763
17058,True,64114,KC20012472
17061,True,64117,KC20000809
17112,True,64110,KC20007352
17118,True,64114,KC20011674
17126,True,64111,KC20005243
17134,True,64132,KC20013538
17144,True,64134,KC20013845
17145,True,64124,KC20002922
17148,True,64137,KC20015688
17163,True,64108,KC20000218
17181,True,64133,KC20004714
17182,True,64124,KC20008131
17186,True,64124,KC20013610
17202,True,64132,KC20003379
17212,True,64128,KC20014136
17214,True,64120,KC20010297
17218,True,64130,KC20003393
17221,True,64130,KC20005775
17246,True,64124,KC20002236
17280,True,64126,KC20003885
17288,True,64131,KC20005218
17321,True,64153,KC20003233
17356,True,64106,KC20001088
17415,True,64128,KC20008719
17435,True,64128,KC20014132
17445,True,64131,KC20000962
17471,True,64130,KC20008013
17478,True,64124,KC20009638
17518,True,64124,KC20004033
17522,True,64127,KC20016606
17541,True,64127,KC20004187
17543,True,64130,KC20000457
17600,True,64124,KC20013039
17608,True,64156,KC20006859
17610,True,64130,KC20010590
17627,True,64134,KC20011352
17628,True,64108,KC20008160
17635,True,64132,KC20013571
17647,True,64134,KC20008525
17653,True,64128,KC20000814
17698,True,64133,KC20021897
17713,True,64132,KC20031014
17715,True,64134,KC20017906
17720,True,64128,KC20025109
17725,True,64151,KC20028769
17730,True,64128,KC20024718
17758,True,64124,KC20021957
17760,True,64128,KC20025182
17766,True,64108,KC20022751
17815,True,64137,KC20019144
17829,True,64111,KC20020690
17848,True,64130,KC20024031
17880,True,64111,KC20021847
17894,True,64130,KC20019131
17902,True,64134,KC20021465
17910,True,64133,KC20026381
17912,True,64132,KC20026117
17918,True,64106,KC20021337
17931,True,64127,KC20022354
17940,True,64127,KC20032491
17980,True,64106,KC20017222
17983,True,64131,KC20023366
17988,True,64134,KC20026293
18004,True,64130,KC20032011
18006,True,64123,KC20027262
18014,True,64134,KC20018179
18025,True,64126,KC20022790
18027,True,64137,KC20019589
18053,True,64137,KC20024603
18059,True,64124,KC20022590
18072,True,64114,KC20032228
18082,True,64130,KC20020637
18109,True,64127,KC20025852
18113,True,64138,KC20022655
18117,True,64110,KC20020287
18120,True,64129,KC20027059
18127,True,64106,KC20021337
18149,True,64127,KC20018845
18151,True,64146,KC20021556
18159,True,64130,KC20031302
18163,True,64127,KC20028211
18187,True,64129,KC20020796
18216,True,64151,KC20026215
18217,True,64125,KC20021950
18223,True,64108,KC20024881
18231,True,64134,KC20023317
18243,True,64130,KC20022464
18263,True,64138,KC20019844
18269,True,64130,KC20027962
18275,True,64132,KC20019099
18278,True,64131,KC20023798
18285,True,64124,KC20022590
18300,True,64130,KC20023243
18331,True,64131,KC20028609
18332,True,64119,KC20030303
18333,True,64130,KC20028942
18334,True,64110,KC20029764
18347,True,64130,KC20031879
18363,True,64124,KC20023291
18399,True,64114,KC20032228
18409,True,64123,KC20027255
18412,True,64119,KC20022266
18433,True,64134,KC20022617
18436,True,64132,KC20031014
18458,True,64134,KC20026806
18459,True,64130,KC20017871
18487,True,64128,KC20028666
18492,True,64130,KC20023202
18506,True,64130,KC20028978
18518,True,64131,KC20031848
18526,True,64130,KC20028931
18531,True,64128,KC20022083
18550,True,64127,KC20028787
18557,True,64126,KC20026833
18566,True,64127,KC20022724
18569,True,64112,KC20032165
18588,True,64106,KC20017222
18593,True,64110,KC20028403
18604,True,64132,KC20019635
18635,True,64128,KC20023965
18638,True,64130,KC20031953
18652,True,64132,KC20032086
18655,True,64130,KC20024945
18660,True,64127,KC20022434
18686,True,64134,KC20025662
18688,True,64130,KC20026518
18694,True,64127,KC20022074
18702,True,64128,KC20025109
18711,True,64128,KC20029779
18715,True,64105,KC20022611
18726,True,64125,KC20022601
18758,True,64128,KC20022015
18761,True,64138,KC20025837
18772,True,64127,KC20032168
18775,True,64126,KC20022238
18830,True,64131,KC20022028
18846,True,64125,KC20021032
18848,True,64132,KC20018006
18894,True,64114,KC20020071
18897,True,64128,KC20022637
18904,True,64119,KC20020647
18921,True,64134,KC20021445
18947,True,64129,KC20023724
18948,True,64106,KC20031865
18950,True,64123,KC20030882
18956,True,64123,KC20023381
18959,True,64133,KC20020763
18964,True,64127,KC20031832
18969,True,64132,KC20029977
18985,True,64132,KC20030556
19009,True,64114,KC20032228
19023,True,64128,KC20031132
19025,True,64117,KC20030435
19029,True,64114,KC20031926
19033,True,64127,KC20022774
19073,True,64117,KC20031010
19075,True,64138,KC20029046
19076,True,64131,KC20028614
19078,True,64132,KC20030341
19089,True,64133,KC20019305
19117,True,64127,KC20022630
19125,True,64105,KC20031545
19127,True,64124,KC20021691
19140,True,64111,KC20021563
19142,True,64110,KC20020287
19144,True,64132,KC20025462
19149,True,64127,KC20023338
19150,True,64130,KC20031890
19153,True,64114,KC20032228
19169,True,64127,KC20022724
19192,True,64127,KC20024186
19200,True,64111,KC20018937
19205,True,64129,KC20017447
19225,True,64123,KC20023182
19229,True,64127,KC20027428
19248,True,64138,KC20024811
19251,True,64161,KC20028947
19254,True,64133,KC20023461
19307,True,64111,KC20019868
19308,True,64130,KC20029071
19311,True,64108,KC20024881
19338,True,64131,KC20020341
19347,True,64127,KC20029026
19368,True,64124,KC20022384
19374,True,64127,KC20028211
19379,True,64131,KC20029180
19383,True,64155,KC20019318
19385,True,64138,KC20021905
19387,True,64133,KC20025264
19395,True,64127,KC20025741
19405,True,64137,KC20018660
19437,True,64117,KC20031849
19451,True,64110,KC20027542
19477,True,64127,KC20017337
19498,True,64123,KC20020501
19504,True,64124,KC20021957
19516,True,64127,KC20025875
19518,True,64157,KC20020057
19527,True,64118,KC20028979
19546,True,64124,KC20029744
19552,True,64138,KC20027840
19559,True,64132,KC20028986
19564,True,64111,KC20032123
19572,True,64130,KC20020205
19574,True,64312,KC20027382
19580,True,64123,KC20017258
19584,True,64131,KC20031685
19592,True,64127,KC20028787
19598,True,64130,KC20024031
19603,True,64130,KC20018614
19609,True,64106,KC20022727
19612,True,64131,KC20027895
19614,True,64127,KC20017462
19642,True,64131,KC20032104
19647,True,64128,KC20026616
19652,True,64106,KC20018858
19671,True,64127,KC20029158
19673,True,64154,KC20022173
19683,True,64127,KC20030063
19684,True,64127,KC20029602
19694,True,64114,KC20032228
19709,True,64108,KC20018371
19730,True,64127,KC20030478
19739,True,64134,KC20029573
19756,True,64139,KC20029190
19759,True,64111,KC20027173
19771,True,64127,KC20020532
19779,True,64131,KC20029981
19794,True,64134,KC20020182
19824,True,64119,KC20016999
19827,True,64138,KC20029046
19846,True,64124,KC20029876
19863,True,64127,KC20017462
19871,True,64108,KC20027331
19874,True,64126,KC20030018
19896,True,64111,KC20021037
19908,True,64109,KC20026387
19912,True,64127,KC20029158
19921,True,64114,KC20019890
19924,True,64130,KC20027713
19931,True,64114,KC20018534
19955,True,64130,KC20022883
19962,True,64130,KC20030559
19966,True,64137,KC20029612
19969,True,64134,KC20017657
19979,True,64132,KC20025923
19984,True,64124,KC20020077
19988,True,64130,KC20019131
20014,True,64123,KC20023182
20026,True,64130,KC20023726
20027,True,64155,KC20026976
20045,True,64127,KC20020532
20078,True,64127,KC20017481
20091,True,64154,KC20029031
20093,True,64127,KC20019132
20102,True,64119,KC20020223
20122,True,64123,KC20020501
20133,True,64132,KC20026896
20142,True,64127,KC20020773
20148,True,64134,KC20018179
20170,True,64131,KC20031848
20187,True,64137,KC20032200
20189,True,64118,KC20028979
20192,True,64131,KC20022097
20195,True,64155,KC20019318
20202,True,64127,KC20017820
20211,True,64126,KC20022790
20231,True,64127,KC20017746
20232,True,64119,KC20021547
20278,True,64138,KC20024811
20311,True,64130,KC20022169
20314,True,64130,KC20018411
20331,True,64106,KC20031865
20334,True,64127,KC20022630
20355,True,64131,KC20031848
20363,True,64123,KC20030882
20364,True,64134,KC20020687
20410,True,64130,KC20030505
20437,True,64110,KC20027542
20444,True,64106,KC20029791
20446,True,64133,KC20026818
20449,True,64127,KC20020824
20457,True,64133,KC20027202
20481,True,64127,KC20029308
20505,True,64134,KC20025827
20509,True,64133,KC20028992
20522,True,64128,KC20027848
20546,True,64132,KC20017251
20561,True,64138,KC20030770
20572,True,64030,KC20017983
20573,True,64130,KC20024031
20604,True,64128,KC20024718
20622,True,64129,KC20017195
20636,True,64161,KC20028947
20666,True,64126,KC20017253
20676,True,64137,KC20019144
20688,True,64128,KC20031489
20719,True,64134,KC20032452
20732,True,64106,KC20027588
20741,True,64112,KC20032165
20755,True,64134,KC20023310
20770,True,64126,KC20023711
20781,True,64130,KC20028284
20793,True,64124,KC20029148
20798,True,64131,KC20023468
20825,True,64134,KC20023482
20875,True,64133,KC20027462
20880,True,64132,KC20031267
20886,True,64117,KC20031457
20887,True,64131,KC20021017
20895,True,64130,KC20020250
20903,True,64130,KC20025093
20923,True,64130,KC20026573
20924,True,64155,KC20025260
20933,True,64134,KC20020939
20936,True,64145,KC20020661
20937,True,64129,KC20019169
20946,True,64128,KC20027848
20954,True,64110,KC20025470
20955,True,64138,KC20022620
20959,True,64127,KC20027907
20963,True,64131,KC20020803
20974,True,64126,KC20030018
20975,True,64111,KC20019845
20995,True,64127,KC20017481
20997,True,64130,KC20020122
21041,True,64130,KC20025061
21047,True,64127,KC20019690
21062,True,64130,KC20019130
21070,True,64108,KC20024881
21146,True,64127,KC20022354
21155,True,64130,KC20020250
21163,True,64125,KC20030664
21168,True,64124,KC20022590
21186,True,64125,KC20028505
21192,True,64134,KC20018870
21193,True,64137,KC20027477
21200,True,64127,KC20028882
21204,True,64123,KC20022327
21210,True,64131,KC20031685
21213,True,64126,KC20031485
21223,True,64137,KC20019144
21226,True,64127,KC20020773
21243,True,64125,KC20024736
21257,True,64132,KC20032067
21259,True,64110,KC20021446
21261,True,64145,KC20018849
21268,True,64128,KC20027848
21286,True,64130,KC20028978
21296,True,64130,KC20017843
21298,True,64127,KC20028787
21304,True,64125,KC20021950
21321,True,64119,KC20018057
21343,True,64111,KC20026396
21359,True,64114,KC20032228
21360,True,64123,KC20029570
21376,True,64133,KC20022037
21378,True,64130,KC20019329
21394,True,64118,KC20028491
21400,True,64137,KC20020678
21425,True,64106,KC20031865
21436,True,64128,KC20031930
21439,True,64130,KC20032410
21468,True,64114,KC20032228
21473,True,64134,KC20019631
21489,True,64132,KC20031128
21490,True,64132,KC20031874
21511,True,64123,KC20024981
21525,True,64114,KC20025240
21529,True,64132,KC20017593
21537,True,64133,KC20021897
21544,True,64131,KC20028197
21557,True,64124,KC20023291
21561,True,64130,KC20028942
21605,True,64134,KC20022617
21611,True,64129,KC20019259
21615,True,64106,KC20022727
21658,True,64128,KC20027831
21667,True,64134,KC20025626
21678,True,64116,KC20027950
21680,True,64147,KC20031716
21685,True,64114,KC20032228
21688,True,64151,KC20026215
21703,True,64129,KC20021153
21719,True,64132,KC20028986
21739,True,64127,KC20027427
21747,True,64134,KC20017216
21759,True,64130,KC20027584
21767,True,64127,KC20022716
21784,True,64130,KC20030505
21805,True,64130,KC20021461
21842,True,64134,KC20030067
21845,True,64138,KC20023094
21851,True,64108,KC20031295
21884,True,64109,KC20021086
21885,True,64117,KC20029522
21909,True,64138,KC20020739
21914,True,64123,KC20031575
21920,True,64116,KC20028096
21923,True,64128,KC20028738
21936,True,64131,KC20025040
21949,True,64138,KC20024811
21956,True,64134,KC20026293
21963,True,64127,KC20025875
21982,True,64124,KC20031366
21991,True,64130,KC20019863
21999,True,64112,KC20025638
22004,True,64127,KC20028787
22016,True,64126,KC20026833
22021,True,64132,KC20028986
22034,True,64106,KC20017222
22044,True,64124,KC20029655
22052,True,64147,KC20031716
22053,True,64128,KC20020827
22072,True,64130,KC20021461
22105,True,64117,KC20022421
22119,True,64130,KC20029198
22123,True,64110,KC20020287
22124,True,64128,KC20027848
22130,True,64130,KC20024945
22163,True,64113,KC20029479
22172,True,64137,KC20020678
22178,True,64128,KC20025109
22185,True,64137,KC20031335
22189,True,64130,KC20031302
22237,True,64130,KC20022464
22243,True,64151,KC20028769
22247,True,64133,KC20027462
22256,True,64133,KC20029645
22280,True,64106,KC20031865
22289,True,64124,KC20024717
22294,True,64131,KC20022028
22310,True,64131,KC20027138
22311,True,64129,KC20023724
22314,True,64132,KC20031014
22317,True,64114,KC20022904
22321,True,64137,KC20032375
22332,True,64137,KC20018660
22343,True,64126,KC20030018
22350,True,64134,KC20018179
22353,True,64124,KC20023291
22362,True,64137,KC20019144
22370,True,64114,KC20024724
22371,True,64126,KC20031485
22377,True,64126,KC20031485
22379,True,64132,KC20028473
22429,True,64131,KC20020803
22434,True,64127,KC20021813
22437,True,64119,KC20030303
22450,True,64131,KC20023392
22480,True,64131,KC20028609
22485,True,64130,KC20028942
22488,True,64130,KC20028978
22491,True,64127,KC20032491
22492,True,64130,KC20025093
22498,True,64127,KC20023922
22518,True,64130,KC20019131
22527,True,64109,KC20026847
22542,True,64127,KC20017836
22545,True,64123,KC20027262
22551,True,64106,KC20022727
22571,True,64124,KC20024834
22601,True,64133,KC20019374
22602,True,64161,KC20023893
22604,True,64127,KC20022716
22623,True,64130,KC20029198
22628,True,64109,KC20029407
22643,True,64131,KC20021017
22645,True,64111,KC20021563
22646,True,64137,KC20024603
22648,True,64119,KC20031083
22655,True,64127,KC20022434
22662,True,64138,KC20022655
22668,True,64123,KC20022229
22676,True,64123,KC20017258
22705,True,64132,KC20028986
22740,True,64125,KC20021950
22766,True,64108,KC20024881
22798,True,64131,KC20031513
22803,True,64126,KC20023711
22810,True,64127,KC20020773
22811,True,64119,KC20024489
22814,True,64128,KC20020001
22831,True,64124,KC20021957
22833,True,64124,KC20017140
22844,True,64127,KC20028211
22853,True,64114,KC20032228
22876,True,64127,KC20020532
22900,True,64132,KC20024788
22904,True,64124,KC20022590
22909,True,64133,KC20023004
22910,True,64110,KC20027542
22929,True,64106,KC20019347
22950,True,64137,KC20020031
22954,True,64124,KC20020077
22959,True,64137,KC20020502
22969,True,64127,KC20025875
22976,True,64108,KC20023516
22998,True,64131,KC20023366
23008,True,64118,KC20028979
23026,True,64134,KC20022248
23039,True,64114,KC20032228
23042,True,64127,KC20017462
23043,True,64138,KC20029046
23060,True,64123,KC20027255
23066,True,64127,KC20031832
23069,True,64117,KC20030435
23075,True,64108,KC20024753
23082,True,64126,KC20022790
23092,True,64130,KC20021433
23127,True,64131,KC20031685
23134,True,64133,KC20019305
23145,True,64136,KC20024741
23148,True,64128,KC20027848
23152,True,64130,KC20019959
23184,True,64146,KC20021556
23199,True,64124,KC20020283
23209,True,64126,KC20020297
23213,True,64127,KC20029158
23224,True,64132,KC20028986
23226,True,64127,KC20018845
23234,True,64108,KC20024881
23235,True,64124,KC20029148
23237,True,64132,KC20022683
23243,True,64134,KC20025662
23255,True,64111,KC20027173
23264,True,64130,KC20026591
23271,True,64127,KC20020611
23280,True,64134,KC20020939
23337,True,64128,KC20025109
23343,True,64123,KC20030882
23344,True,64130,KC20024973
23347,True,64137,KC20029612
23358,True,64131,KC20022028
23368,True,64132,KC20019099
23377,True,64145,KC20021347
23383,True,64124,KC20028681
23388,True,64110,KC20019189
23398,True,64132,KC20019099
23409,True,64110,KC20019189
23423,True,64155,KC20019318
23430,True,64117,KC20031849
23440,True,64137,KC20025071
23469,True,64133,KC20026818
23481,True,64124,KC20022398
23493,True,64130,KC20020144
23508,True,64111,KC20021847
23511,True,64133,KC20026381
23542,True,64132,KC20017251
23564,True,64105,KC20022611
23567,True,64111,KC20020663
23573,True,64128,KC20031132
23580,True,64127,KC20024920
23596,True,64114,KC20031926
23603,True,64111,KC20019868
23611,True,64130,KC20028931
23613,True,64137,KC20019144
23617,True,64110,KC20020505
23637,True,64127,KC20022724
23645,True,64132,KC20031054
23650,True,64117,KC20031010
23652,True,64131,KC20028614
23667,True,64130,KC20032011
23709,True,64133,KC20027932
23733,True,64161,KC20032238
23740,True,64127,KC20022724
23741,True,64130,KC20031890
23752,True,64130,KC20030505
23755,True,64111,KC20021563
23759,True,64127,KC20023338
23787,True,64127,KC20022074
23793,True,64125,KC20022601
23805,True,64133,KC20020763
23813,True,64110,KC20026559
23859,True,64114,KC20032228
23908,True,64110,KC20021431
23911,True,64128,KC20024718
23918,True,64130,KC20019329
23922,True,64127,KC20024186
23925,True,64134,KC20023809
23935,True,64134,KC20018407
23938,True,64130,KC20031298
23962,True,64132,KC20018006
23970,True,64128,KC20026837
23999,True,64128,KC20021889
24017,True,64119,KC20030303
24030,True,64134,KC20026806
24034,True,64127,KC20017481
24062,True,64131,KC20024746
24067,True,64119,KC20020647
24070,True,64130,KC20031248
24083,True,64133,KC20023461
24084,True,64128,KC20030853
24085,True,64133,KC20020763
24090,True,64130,KC20031880
24099,True,64130,KC20019131
24102,True,64132,KC20030556
24109,True,64123,KC20023381
24117,True,64132,KC20025923
24121,True,64124,KC20021957
24131,True,64134,KC20022617
24141,True,64134,KC20021465
24154,True,64134,KC20026806
24162,True,64119,KC20018378
24167,True,64131,KC20023366
24192,True,64123,KC20020501
24237,True,64124,KC20022590
24244,True,64125,KC20030664
24245,True,64105,KC20023961
24272,True,64114,KC20018534
24280,True,64127,KC20024882
24284,True,64129,KC20019169
24293,True,64123,KC20022327
24304,True,64127,KC20028787
24306,True,64117,KC20023327
24331,True,64114,KC20032228
24332,True,64133,KC20019374
24356,True,64119,KC20018057
24366,True,64129,KC20020796
24373,True,64129,KC20017447
24379,True,64124,KC20022398
24405,True,64129,KC20032018
24420,True,64130,KC20022169
24428,True,64127,KC20032046
24434,True,64138,KC20025837
24441,True,64130,KC20032410
24444,True,64134,KC20020182
24460,True,64128,KC20031549
24492,True,64131,KC20031848
24497,True,64123,KC20030882
24545,True,64114,KC20032228
24551,True,64130,KC20031953
24573,True,64134,KC20027420
24593,True,64127,KC20017481
24655,True,64129,KC20023724
24694,True,64138,KC20030770
24696,True,64130,KC20022464
24712,True,64106,KC20029349
24720,True,64106,KC20022727
24736,True,64030,KC20017983
24738,True,64130,KC20022042
24740,True,64127,KC20022354
24753,True,64128,KC20026837
24759,True,64108,KC20024753
24770,True,64119,KC20020223
24777,True,64116,KC20027950
24783,True,64127,KC20024186
24787,True,64147,KC20017867
24791,True,64128,KC20031489
24816,True,64161,KC20032238
24843,True,64128,KC20021889
24856,True,64134,KC20018407
24890,True,64138,KC20020739
24915,True,64138,KC20023094
24920,True,64125,KC20028058
24921,True,64133,KC20023461
24937,True,64126,KC20022790
24981,True,64127,KC20023338
24990,True,64132,KC20027778
24991,True,64116,KC20028096
24993,True,64131,KC20029981
25000,True,64127,KC20020532
25002,True,64127,KC20025822
25008,True,64134,KC20021418
25027,True,64130,KC20019380
25049,True,64131,KC20023798
25052,True,64106,KC20022727
25058,True,64127,KC20018845
25060,True,64106,KC20031865
25062,True,64127,KC20024920
25089,True,64127,KC20029026
25100,True,64132,KC20023355
25102,True,64132,KC20031267
25114,True,64132,KC20022805
25126,True,64127,KC20017462
25134,True,64111,KC20020663
25137,True,64130,KC20020144
25151,True,64127,KC20025741
25172,True,64109,KC20026387
25176,True,64114,KC20020071
25198,True,64131,KC20028197
25204,True,64134,KC20018870
25212,True,64138,KC20019844
25215,True,64138,KC20020739
25220,True,64130,KC20019131
25233,True,64128,KC20027848
25247,True,64133,KC20031822
25250,True,64134,KC20025827
25257,True,64130,KC20029071
25279,True,64124,KC20021957
25293,True,64124,KC20022590
25295,True,64134,KC20025626
25296,True,64147,KC20031716
25301,True,64128,KC20027831
25358,True,64132,KC20026613
25370,True,64134,KC20017216
25384,True,64108,KC20031295
25385,True,64124,KC20024717
25394,True,64129,KC20031216
25407,True,64116,KC20028506
25420,True,64118,KC20028979
25421,True,64109,KC20018107
25426,True,64110,KC20020287
25427,True,64112,KC20032165
25430,True,64128,KC20028738
25433,True,64128,KC20027848
25454,True,64114,KC20032228
25458,True,64128,KC20021188
25471,True,64127,KC20025852
25474,True,64111,KC20018937
25518,True,64127,KC20027428
25525,True,64133,KC20027235
25552,True,64131,KC20021927
25559,True,64133,KC20022037
25566,True,64131,KC20031685
25570,True,64137,KC20027575
25599,True,64134,KC20020687
25600,True,64128,KC20031930
25621,True,64137,KC20028435
25633,True,64130,KC20025093
25656,True,64155,KC20025260
25665,True,64130,KC20030505
25670,True,64132,KC20031128
25677,True,64119,KC20027415
25682,True,64126,KC20030018
25683,True,64126,KC20031485
25685,True,64053,KC20019100
25687,True,64132,KC20031874
25697,True,64127,KC20027907
25703,True,64130,KC20028942
25739,True,64134,KC20024145
25743,True,64128,KC20025109
25749,True,64119,KC20022266
25750,True,64128,KC20029779
25762,True,64109,KC20026595
25765,True,64111,KC20020690
25772,True,64134,KC20030780
25776,True,64129,KC20019259
25777,True,64106,KC20019347
25784,True,64138,KC20032494
25797,True,64130,KC20023726
25814,True,64137,KC20031335
25822,True,64137,KC20028861
25851,True,64130,KC20023202
25853,True,64112,KC20032165
25867,True,64130,KC20025093
25872,True,64114,KC20032228
25874,True,64119,KC20024489
25882,True,64130,KC20017843
25915,True,64114,KC20019890
25923,True,64130,KC20022158
25929,True,64127,KC20020773
25932,True,64137,KC20027477
25947,True,64130,KC20027584
25960,True,64137,KC20032200
25968,True,64137,KC20019144
25971,True,64134,KC20030067
25972,True,64157,KC20017354
25979,True,64110,KC20021446
26000,True,64145,KC20018849
26005,True,64130,KC20028978
26018,True,64108,KC20019045
26051,True,64125,KC20021950
26060,True,64132,KC20024788
26071,True,64134,KC20025902
26081,True,64108,KC20018371
26090,True,64118,KC20032318
26108,True,64130,KC20028931
26127,True,64137,KC20020678
26136,True,64106,KC20031865
26143,True,64109,KC20026847
26165,True,64112,KC20025638
26166,True,64138,KC20026141
26168,True,64134,KC20023310
26204,True,64130,KC20018926
26214,True,64130,KC20020250
26230,True,64108,KC20024881
26247,True,64126,KC20019872
26249,True,64130,KC20029198
26277,True,64131,KC20025040
26290,True,64127,KC20019690
26320,True,64132,KC20017593
26327,True,64120,KC20028982
26329,True,64124,KC20020077
26331,True,64130,KC20019130
26361,True,64128,KC20020781
26372,True,64127,KC20024186
26374,True,64127,KC20017462
26397,True,64132,KC20031128
26399,True,64125,KC20021950
26432,True,64127,KC20032374
26436,True,64127,KC20028211
26439,True,64161,KC20032238
26443,True,64127,KC20017328
26450,True,64131,KC20027138
26453,True,64134,KC20030067
26467,True,64124,KC20021957
26472,True,64124,KC20031123
26473,True,64132,KC20017593
26475,True,64125,KC20018773
26476,True,64134,KC20025115
26493,True,64132,KC20028473
26495,True,64128,KC20029779
26507,True,64119,KC20030303
26509,True,64128,KC20020001
26529,True,64130,KC20031248
26550,True,64127,KC20025875
26552,True,64137,KC20027575
26571,True,64155,KC20019318
26582,True,64132,KC20017251
26585,True,64130,KC20028978
26591,True,64133,KC20023461
26615,True,64138,KC20025097
26633,True,64137,KC20020031
26644,True,64132,KC20028986
26645,True,64124,KC20031366
26648,True,64130,KC20024764
26684,True,64119,KC20026100
26685,True,64134,KC20023317
26691,True,64126,KC20017253
26701,True,64120,KC20028982
26705,True,64161,KC20023893
26715,True,64127,KC20017836
26726,True,64106,KC20022727
26732,True,64127,KC20029602
26735,True,64111,KC20026260
26744,True,64134,KC20020939
26748,True,64111,KC20023437
26765,True,64117,KC20022421
26800,True,64127,KC20025721
26803,True,64109,KC20027624
26810,True,64110,KC20025832
26819,True,64114,KC20032228
26821,True,64113,KC20029479
26867,True,64129,KC20021153
26875,True,64133,KC20023461
26897,True,64114,KC20019079
26914,True,64123,KC20030882
26919,True,64137,KC20029612
26923,True,64123,KC20020501
26941,True,64127,KC20020773
26943,True,64053,KC20019100
26945,True,64145,KC20020661
26951,True,64130,KC20018926
26955,True,64108,KC20022751
26968,True,64132,KC20031014
26970,True,64137,KC20019144
26977,True,64124,KC20021957
26988,True,64109,KC20029055
27008,True,64134,KC20018179
27027,True,64114,KC20024724
27035,True,64126,KC20031485
27046,True,64053,KC20026449
27047,True,64127,KC20024882
27057,True,64131,KC20020803
27062,True,64108,KC20024748
27089,True,64134,KC20032452
27102,True,64132,KC20025923
27113,True,64124,KC20020077
27118,True,64114,KC20032228
27138,True,64133,KC20027202
27139,True,64128,KC20031930
27163,True,64137,KC20028435
27181,True,64130,KC20023568
27196,True,64125,KC20021950
27215,True,64126,KC20020297
27234,True,64132,KC20030341
27242,True,64124,KC20023291
27243,True,64129,KC20019259
27248,True,64124,KC20029876
27258,True,64137,KC20027477
27262,True,64124,KC20029655
27267,True,64132,KC20023334
27270,True,64130,KC20031879
27272,True,64128,KC20027848
27293,True,64130,KC20031837
27294,True,64114,KC20032228
27310,True,64128,KC20027848
27314,True,64119,KC20031083
27360,True,64134,KC20017284
27383,True,64109,KC20025925
27395,True,64137,KC20028861
27412,True,64117,KC20024169
27423,True,64129,KC20023748
27426,True,64127,KC20032333
27449,True,64110,KC20031695
27469,True,64127,KC20030063
27473,True,64117,KC20031849
27483,True,64130,KC20027962
27502,True,64114,KC20022904
27505,True,64129,KC20023724
27532,True,64130,KC20029710
27550,True,64119,KC20030303
27560,True,64131,KC20023392
27561,True,64126,KC20029589
27564,True,64128,KC20026837
27573,True,64127,KC20020532
27576,True,64110,KC20029764
27592,True,64132,KC20019099
27597,True,64124,KC20022590
27614,True,64155,KC20019318
27618,True,64134,KC20017657
27628,True,64130,KC20028931
27638,True,64130,KC20031880
27652,True,64127,KC20017337
27670,True,64134,KC20021418
27683,True,64125,KC20022601
27693,True,64128,KC20031489
27700,True,64134,KC20022248
27712,True,64137,KC20020031
27731,True,64130,KC20028931
27734,True,64130,KC20028978
27742,True,64137,KC20019144
27758,True,64132,KC20029977
27774,True,64127,KC20022724
27779,True,64127,KC20017462
27832,True,64131,KC20027895
27844,True,64130,KC20029198
27849,True,64130,KC20019959
27866,True,64134,KC20032452
27872,True,64130,KC20026591
27877,True,64131,KC20020803
27882,True,64130,KC20030505
27890,True,64123,KC20017258
27902,True,64123,KC20022229
