,firearm_used_flag,zip_code,report_no
27922,True,64125,KC20022601
27925,True,64132,KC20024849
27930,True,64126,KC20023711
27934,True,64132,KC20028986
27935,True,64117,KC20023327
27949,True,64130,KC20024945
27957,True,64130,KC20026518
27966,True,64127,KC20030839
27968,True,64133,KC20020763
27972,True,64127,KC20023922
27995,True,64128,KC20031549
28010,True,64131,KC20022028
28036,True,64130,KC20031581
28039,True,64134,KC20025662
28047,True,64128,KC20024718
28079,True,64106,KC20021157
28080,True,64130,KC20028534
28117,True,64124,KC20021456
28118,True,64114,KC20019890
28125,True,64132,KC20030556
28136,True,64110,KC20019189
28138,True,64123,KC20023381
28147,True,64134,KC20027433
28160,True,64137,KC20025071
28164,True,64126,KC20030018
28168,True,64127,KC20028882
28170,True,64147,KC20031723
28186,True,64138,KC20019844
28189,True,64131,KC20024746
28192,True,64106,KC20029349
28218,True,64130,KC20019131
28225,True,64133,KC20026381
28227,True,64130,KC20019130
28254,True,64134,KC20021465
28259,True,64119,KC20021547
28271,True,64134,KC20023310
28308,True,64134,KC20025662
28321,True,64138,KC20029046
28331,True,64131,KC20023366
28337,True,64138,KC20021905
28343,True,64137,KC20019589
28349,True,64130,KC20021433
28380,True,64120,KC20017506
28386,True,64124,KC20024834
28392,True,64127,KC20029308
28414,True,64129,KC20030253
28419,True,64137,KC20019144
28446,True,64146,KC20021556
28448,True,64111,KC20019138
28452,True,64111,KC20021563
28460,True,64136,KC20024741
28469,True,64127,KC20023338
28507,True,64127,KC20018845
28508,True,64128,KC20027848
28511,True,64127,KC20020611
28558,True,64127,KC20032046
28576,True,64108,KC20024881
28577,True,64110,KC20021431
28589,True,64131,KC20023798
28591,True,64106,KC20022727
28597,True,64106,KC20031865
28603,True,64138,KC20032494
28643,True,64132,KC20031874
28650,True,64132,KC20019099
28660,True,64127,KC20017836
28664,True,64132,KC20022805
28665,True,64130,KC20030505
28682,True,64134,KC20019631
28689,True,64127,KC20032236
28717,True,64106,KC20029791
28740,True,64126,KC20019872
28774,True,64109,KC20026595
28783,True,64125,KC20020628
28791,True,64111,KC20022618
28792,True,64116,KC20028096
28807,True,64132,KC20020527
28808,True,64133,KC20029645
28838,True,64130,KC20022042
28841,True,64147,KC20017867
28843,True,64123,KC20017258
28845,True,64137,KC20019144
28850,True,64128,KC20020001
28852,True,64124,KC20022384
28854,True,64030,KC20017983
28865,True,64127,KC20017462
28871,True,64130,KC20025093
28873,True,64112,KC20032165
28891,True,64114,KC20032228
28900,True,64128,KC20026837
28931,True,64130,KC20018614
28955,True,64133,KC20026381
28960,True,64134,KC20025902
28961,True,64132,KC20022683
28980,True,64129,KC20021108
28987,True,64106,KC20024452
29004,True,64138,KC20020739
29015,True,64157,KC20017354
29053,True,64116,KC20028096
29057,True,64128,KC20025109
29090,True,64139,KC20029190
29095,True,64132,KC20027778
29101,True,64128,KC20027831
29127,True,64126,KC20022238
29138,True,64105,KC20031545
29152,True,64131,KC20020940
29158,True,64128,KC20022014
29161,True,64127,KC20026412
29171,True,64127,KC20018845
29202,True,64128,KC20019615
29207,True,64130,KC20024973
29243,True,64109,KC20017347
29272,True,64127,KC20017481
29316,True,64132,KC20026117
29325,True,64130,KC20029198
29328,True,64137,KC20019589
29329,True,64130,KC20019131
29357,True,64129,KC20017453
29360,True,64123,KC20024981
29378,True,64127,KC20028787
29427,True,64116,KC20028506
29456,True,64134,KC20025827
29488,True,64128,KC20021188
29501,True,64108,KC20027354
29505,True,64132,KC20031359
29513,True,64128,KC20023368
29522,True,64105,KC20023961
29528,True,64124,KC20022590
29538,True,64127,KC20032168
29539,True,64126,KC20031485
29542,True,64128,KC20027848
29556,True,64145,KC20018849
29561,True,64127,KC20026602
29568,True,64130,KC20031945
29572,True,64127,KC20028787
29587,True,64123,KC20030367
29590,True,64118,KC20028979
29593,True,64127,KC20024882
29602,True,64134,KC20027433
29604,True,64137,KC20024603
29611,True,64134,KC20024351
29615,True,64109,KC20027406
29637,True,64111,KC20021563
29641,True,64137,KC20032200
29646,True,64124,KC20022398
29650,True,64127,KC20023338
29657,True,64123,KC20029570
29673,True,64131,KC20021927
29674,True,64114,KC20032228
29678,True,64110,KC20029764
29686,True,64137,KC20023500
29692,True,64111,KC20020679
29694,True,64130,KC20019380
29707,True,64130,KC20028931
29721,True,64125,KC20021950
29733,True,64137,KC20019144
29738,True,64128,KC20022083
29739,True,64106,KC20031865
29748,True,64128,KC20027848
29757,True,64114,KC20032228
29762,True,64132,KC20023355
29764,True,64138,KC20026141
29774,True,64132,KC20023355
29798,True,64131,KC20024824
29811,True,64119,KC20027415
29827,True,64110,KC20027542
29833,True,64132,KC20031128
29855,True,64128,KC20025109
29861,True,64126,KC20031485
29871,True,64124,KC20028681
29873,True,64127,KC20019873
29885,True,64130,KC20028942
29920,True,64124,KC20021957
29926,True,64132,KC20032086
29933,True,64114,KC20019079
29955,True,64128,KC20027848
29997,True,64133,KC20026381
30003,True,64110,KC20025832
30014,True,64127,KC20022354
30031,True,64128,KC20020827
30032,True,64127,KC20028787
30052,True,64108,KC20031295
30062,True,64111,KC20030425
30074,True,64130,KC20022158
30092,True,64112,KC20032165
30098,True,64134,KC20018131
30111,True,64125,KC20028058
30142,True,64134,KC20023918
30145,True,64114,KC20032228
30155,True,64108,KC20018371
30167,True,64117,KC20023327
30172,True,64128,KC20030245
30177,True,64132,KC20028986
30186,True,64108,KC20022751
30187,True,64129,KC20028737
30200,True,64130,KC20017871
30210,True,64138,KC20027840
30241,True,64124,KC20024717
30254,True,64138,KC20026141
30267,True,64137,KC20028435
30284,True,64131,KC20021017
30290,True,64124,KC20025872
30292,True,64131,KC20020861
30306,True,64119,KC20020647
30318,True,64124,KC20021957
30324,True,64111,KC20022166
30332,True,64124,KC20029876
30337,True,64127,KC20020532
30338,True,64126,KC20031485
30347,True,64127,KC20029158
30349,True,64108,KC20024881
30353,True,64137,KC20020031
30379,True,64134,KC20024145
30382,True,64109,KC20026384
30384,True,64124,KC20020435
30400,True,64111,KC20020690
30411,True,64134,KC20030780
30424,True,64109,KC20025925
30430,True,64131,KC20029981
30432,True,64124,KC20020077
30436,True,64137,KC20028861
30438,True,64120,KC20028982
30441,True,64128,KC20030853
30443,True,64129,KC20023724
30446,True,64155,KC20026976
30472,True,64106,KC20029349
30475,True,64114,KC20018534
30482,True,64116,KC20024161
30495,True,64133,KC20031822
30499,True,64127,KC20022354
30521,True,64130,KC20022687
30538,True,64137,KC20027477
30548,True,64124,KC20032470
30550,True,64123,KC20020501
30556,True,64133,KC20027932
30575,True,64124,KC20022590
30588,True,64127,KC20020773
30598,True,64134,KC20018407
30606,True,64132,KC20032067
30611,True,64131,KC20020861
30619,True,64132,KC20026896
30637,True,64110,KC20020287
30653,True,64125,KC20030664
30669,True,64127,KC20025852
30690,True,64125,KC20021950
30712,True,64124,KC20023291
30724,True,64132,KC20018088
30726,True,64127,KC20027428
30758,True,64130,KC20028978
30762,True,64111,KC20022808
30776,True,64127,KC20022354
30798,True,64127,KC20022774
30802,True,64128,KC20031489
30804,True,64130,KC20028931
30805,True,64132,KC20028986
30806,True,64131,KC20031848
30811,True,64118,KC20032318
30824,True,64130,KC20032011
30826,True,64127,KC20022724
30836,True,64108,KC20031670
30845,True,64130,KC20023568
30883,True,64129,KC20019259
30884,True,64127,KC20020773
30885,True,64128,KC20031930
30934,True,64112,KC20026006
30948,True,64127,KC20030063
30962,True,64127,KC20022074
30968,True,64127,KC20023338
30974,True,64132,KC20018088
30980,True,64114,KC20032228
30984,True,64130,KC20028942
30997,True,64111,KC20019138
31010,True,64108,KC20018371
31026,True,64120,KC20018387
31033,True,64105,KC20022611
31042,True,64125,KC20021950
31060,True,64129,KC20021153
31088,True,64108,KC20024881
31134,True,64119,KC20020647
31157,True,64109,KC20029055
31160,True,64130,KC20023243
31171,True,64124,KC20021957
31183,True,64131,KC20029180
31192,True,64119,KC20030303
31199,True,64128,KC20022637
31245,True,64127,KC20024882
31252,True,64130,KC20026591
31253,True,64130,KC20019131
31264,True,64130,KC20031879
31287,True,64130,KC20031248
31296,True,64119,KC20022266
31306,True,64134,KC20022617
31312,True,64127,KC20025875
31315,True,64132,KC20030556
31320,True,64109,KC20018107
31348,True,64108,KC20019275
31355,True,64128,KC20028666
31375,True,64131,KC20023366
31396,True,64132,KC20028986
31419,True,64127,KC20028787
31427,True,64119,KC20026100
31429,True,64132,KC20030341
31436,True,64130,KC20026573
31442,True,64124,KC20029655
31462,True,64132,KC20023334
31475,True,64110,KC20028403
31482,True,64132,KC20032067
31486,True,64128,KC20027848
31488,True,64110,KC20020287
31493,True,64106,KC20021337
31501,True,64154,KC20022173
31525,True,64130,KC20026591
31528,True,64128,KC20026616
31534,True,64129,KC20027059
31542,True,64106,KC20018858
31556,True,64129,KC20017447
31565,True,64134,KC20025662
31571,True,64127,KC20028211
31576,True,64128,KC20029779
31579,True,64127,KC20018845
31596,True,64127,KC20027428
31620,True,64125,KC20021032
31634,True,64132,KC20031014
31654,True,64129,KC20023748
31655,True,64127,KC20025721
31660,True,64132,KC20022038
31677,True,64114,KC20019079
31713,True,64130,KC20020637
31727,True,64132,KC20031128
31730,True,64137,KC20018660
31749,True,64124,KC20023291
31750,True,64124,KC20031123
31760,True,64155,KC20019318
31771,True,64125,KC20027232
31775,True,64111,KC20020690
31832,True,64118,KC20024749
31860,True,64133,KC20026381
31886,True,64130,KC20028978
31899,True,64134,KC20025662
31910,True,64134,KC20023310
31913,True,64127,KC20032491
31934,True,64127,KC20017481
31947,True,64109,KC20027624
31959,True,64312,KC20027382
31960,True,64130,KC20026518
31986,True,64127,KC20030839
31988,True,64127,KC20019132
32008,True,64133,KC20027202
32011,True,64127,KC20022724
32016,True,64119,KC20020223
32020,True,64137,KC20024603
32030,True,64137,KC20032200
32040,True,64137,KC20019144
32060,True,64111,KC20021563
32061,True,64161,KC20032238
32072,True,64127,KC20024186
32077,True,64123,KC20017258
32101,True,64127,KC20026602
32121,True,64133,KC20023461
32144,True,64134,KC20017284
32151,True,64110,KC20026473
32158,True,64127,KC20020773
32164,True,64108,KC20024881
32184,True,64111,KC20019868
32193,True,64126,KC20022238
32215,True,64131,KC20020341
32227,True,64127,KC20029026
32243,True,64110,KC20020287
32273,True,64128,KC20024718
32297,True,64127,KC20017337
32301,True,64123,KC20023381
32303,True,64124,KC20021456
32308,True,64134,KC20017657
32310,True,64114,KC20032228
32330,True,64133,KC20028992
32334,True,64128,KC20027848
32352,True,64106,KC20031865
32356,True,64130,KC20017871
32358,True,64123,KC20030021
32359,True,64134,KC20021465
32362,True,64110,KC20029764
32370,True,64132,KC20026117
32373,True,64130,KC20019131
32393,True,64138,KC20025097
32408,True,64127,KC20024882
32443,True,64138,KC20029046
32449,True,64132,KC20029977
32459,True,64137,KC20019589
32463,True,64127,KC20017462
32466,True,64127,KC20028787
32471,True,64130,KC20024031
32479,True,64126,KC20017253
32480,True,64154,KC20029031
32489,True,64124,KC20021691
32493,True,64131,KC20027895
32507,True,64132,KC20031359
32516,True,64111,KC20018937
32521,True,64131,KC20020803
32524,True,64157,KC20017354
32525,True,64128,KC20027848
32537,True,64132,KC20025462
32552,True,64127,KC20029602
32575,True,64117,KC20022421
32578,True,64114,KC20032228
32579,True,64127,KC20027427
32590,True,64128,KC20024465
32601,True,64134,KC20023317
32603,True,64106,KC20031865
32618,True,64130,KC20026518
32671,True,64128,KC20022014
32673,True,64130,KC20022464
32675,True,64132,KC20024539
32726,True,64130,KC20027962
32745,True,64114,KC20018534
32754,True,64129,KC20023724
32764,True,64108,KC20022751
32769,True,64137,KC20029612
32778,True,64126,KC20030018
32784,True,64137,KC20019144
32786,True,64128,KC20029779
32792,True,64126,KC20029589
32812,True,64129,KC20017453
32821,True,64131,KC20031848
32830,True,64134,KC20021445
32834,True,64119,KC20030303
32835,True,64131,KC20025690
32847,True,64147,KC20031723
32882,True,64129,KC20032018
32886,True,64125,KC20022601
32894,True,64131,KC20030904
32917,True,64132,KC20017251
32931,True,64161,KC20032238
32943,True,64128,KC20031132
32955,True,64124,KC20021456
32971,True,64137,KC20019144
33000,True,64108,KC20027354
33007,True,64127,KC20028882
33010,True,64137,KC20019144
33023,True,64126,KC20031485
33026,True,64111,KC20032123
33035,True,64130,KC20018614
33050,True,64126,KC20031485
33067,True,64110,KC20020505
33070,True,64134,KC20032452
33078,True,64106,KC20027588
33084,True,64114,KC20019890
33103,True,64157,KC20017354
33115,True,64134,KC20024351
33118,True,64138,KC20023094
33124,True,64130,KC20017843
33130,True,64128,KC20027848
33143,True,64111,KC20021563
33148,True,64130,KC20028978
33158,True,64138,KC20024811
33190,True,64111,KC20026396
33192,True,64127,KC20020611
33199,True,64130,KC20018411
33209,True,64134,KC20023482
33220,True,64111,KC20020679
33242,True,64127,KC20019342
33257,True,64124,KC20029876
33285,True,64128,KC20019615
33287,True,64111,KC20022808
33322,True,64124,KC20021957
33331,True,64127,KC20029308
33376,True,64138,KC20022620
33414,True,64127,KC20028787
33424,True,64130,KC20029071
33427,True,64132,KC20017593
33434,True,64128,KC20027848
33444,True,64127,KC20017462
33446,True,64157,KC20020057
33449,True,64128,KC20024718
33457,True,64123,KC20017258
33468,True,64105,KC20023961
33516,True,64114,KC20032228
33520,True,64128,KC20021188
33527,True,64132,KC20024539
33542,True,64134,KC20018179
33547,True,64111,KC20030425
33549,True,64132,KC20026896
33567,True,64131,KC20025690
33581,True,64129,KC20030253
33601,True,64124,KC20022398
33628,True,64128,KC20025109
33645,True,64111,KC20020690
33649,True,64127,KC20030478
33656,True,64134,KC20029573
33673,True,64123,KC20031575
33684,True,64130,KC20028284
33706,True,64131,KC20022028
33759,True,64138,KC20029046
33772,True,64117,KC20031457
33774,True,64109,KC20027004
33781,True,64123,KC20030021
33802,True,64108,KC20027331
33819,True,64130,KC20030505
33844,True,64127,KC20020824
33865,True,64106,KC20029791
33870,True,64133,KC20025264
33904,True,64127,KC20027427
33920,True,64116,KC20028096
33937,True,64137,KC20019589
33942,True,64109,KC20026595
33945,True,64132,KC20017251
34008,True,64147,KC20017867
34009,True,64127,KC20022354
34013,True,64130,KC20021433
34022,True,64114,KC20032228
34030,True,64131,KC20027467
34035,True,64127,KC20020773
34074,True,64112,KC20032165
34080,True,64134,KC20018131
34099,True,64137,KC20027477
34106,True,64130,KC20030505
34116,True,64131,KC20020861
34159,True,64125,KC20024736
34171,True,64130,KC20019131
34177,True,64131,KC20031848
34192,True,64133,KC20023004
34201,True,64108,KC20031295
34202,True,64123,KC20020501
34204,True,64108,KC20022751
34214,True,64124,KC20022384
34219,True,64131,KC20030960
34230,True,64132,KC20028473
34237,True,64138,KC20020739
34256,True,64127,KC20020532
34261,True,64145,KC20020661
34267,True,64106,KC20031865
34277,True,64131,KC20020861
34278,True,64118,KC20028491
34297,True,64130,KC20020122
34307,True,64106,KC20022727
34317,True,64119,KC20016999
34318,True,64123,KC20030367
34337,True,64128,KC20023965
34338,True,64124,KC20025872
34349,True,64119,KC20030303
34375,True,64131,KC20020940
34376,True,64124,KC20021957
34377,True,64118,KC20020645
34394,True,64131,KC20024824
34403,True,64128,KC20028666
34426,True,64127,KC20019873
34434,True,64110,KC20027542
34441,True,64125,KC20018773
34442,True,64134,KC20022617
34450,True,64131,KC20028197
34454,True,64130,KC20022883
34455,True,64127,KC20029158
34465,True,64127,KC20017746
34475,True,64130,KC20030559
34476,True,64109,KC20026384
34483,True,64120,KC20018387
34489,True,64130,KC20019131
34512,True,64108,KC20024881
34514,True,64124,KC20021957
34518,True,64123,KC20024981
34536,True,64124,KC20020077
34542,True,64155,KC20026976
34567,True,64147,KC20031716
34569,True,64129,KC20017195
34594,True,64130,KC20022687
34628,True,64124,KC20032470
34632,True,64123,KC20022327
34635,True,64124,KC20022590
34674,True,64114,KC20032228
34678,True,64111,KC20026260
34682,True,64111,KC20023437
34685,True,64112,KC20032165
34706,True,64130,KC20021461
34708,True,64125,KC20030664
34717,True,64127,KC20017820
34730,True,64127,KC20028787
34737,True,64128,KC20030245
34746,True,64130,KC20019863
34750,True,64134,KC20023918
34780,True,64129,KC20028737
34801,True,64123,KC20029570
34815,True,64134,KC20019631
34833,True,64124,KC20024717
34836,True,64109,KC20029407
34857,True,64134,KC20017906
34859,True,64137,KC20019144
34878,True,64127,KC20026412
34902,True,64132,KC20031014
34918,True,64111,KC20021037
34939,True,64130,KC20026573
34944,True,64134,KC20019631
34958,True,64111,KC20022166
34963,True,64132,KC20031128
34986,True,64114,KC20025240
34991,True,64133,KC20027202
35000,True,64127,KC20017481
35013,True,64124,KC20028681
35016,True,64130,KC20028942
35017,True,64124,KC20020435
35020,True,64131,KC20020803
35023,True,64130,KC20026591
35028,True,64127,KC20032236
35046,True,64123,KC20023182
35060,True,64114,KC20024724
35065,True,64127,KC20032046
35073,True,64132,KC20031014
35083,True,64111,KC20020690
35097,True,64129,KC20023724
35102,True,64108,KC20045000
35103,True,64108,KC20034399
35127,True,64123,KC20033951
35135,True,64138,KC20047401
35142,True,64109,KC20037579
35165,True,64124,KC20034134
35166,True,64108,KC20037060
35184,True,64130,KC20037025
35185,True,64127,KC20037844
35204,True,64131,KC20041918
35215,True,64108,KC20034929
35230,True,64119,KC20041461
35232,True,64130,KC20033527
35233,True,64130,KC20035831
35275,True,64127,KC20039284
35279,True,64123,KC20038935
35281,True,64130,KC20033925
35304,True,64124,KC20047587
35353,True,64123,KC20045648
35363,True,64132,KC20034603
35370,True,64118,KC20033257
35417,True,64134,KC20042589
35428,True,64127,KC20040881
35457,True,64130,KC20040371
35493,True,64110,KC20042869
35511,True,64134,KC20039750
35524,True,64109,KC20039787
35530,True,64130,KC20042031
35531,True,64123,KC20042413
35533,True,64130,KC20042031
35565,True,64134,KC20036727
35577,True,64109,KC20033862
35578,True,64108,KC20042648
35584,True,64129,KC20038923
35608,True,64127,KC20034560
35633,True,64130,KC20037089
35640,True,64130,KC20042675
35641,True,64134,KC20040137
35653,True,64133,KC20043522
35660,True,64124,KC20040325
35674,True,64130,KC20033527
35680,True,64128,KC20036173
35696,True,64108,KC20034160
35701,True,64128,KC20038947
35705,True,64128,KC20045873
35739,True,64123,KC20040024
35747,True,64155,KC20037286
35757,True,64130,KC20033641
35772,True,64127,KC20042848
35778,True,64109,KC20045494
35787,True,64106,KC20033836
35788,True,64109,KC20045494
35791,True,64111,KC20045743
35802,True,64128,KC20035713
35833,True,64117,KC20047436
35839,True,64124,KC20033759
35857,True,64108,KC20046928
35860,True,64106,KC20046454
35889,True,64127,KC20040408
35928,True,64109,KC20035819
35929,True,64134,KC20044490
35940,True,64108,KC20041379
35942,True,64134,KC20033176
35958,True,64131,KC20044305
35961,True,64130,KC20040913
35968,True,64123,KC20044681
35986,True,64106,KC20038624
35998,True,64110,KC20032624
36019,True,64130,KC20037052
36035,True,64134,KC20032900
36055,True,64106,KC20044729
36079,True,64127,KC20046076
36101,True,64108,KC20040947
36102,True,64127,KC20032704
36105,True,64127,KC20042848
36132,True,64157,KC20037701
36134,True,64134,KC20047043
36136,True,64106,KC20044129
36151,True,64130,KC20041105
36161,True,64138,KC20034419
36166,True,64132,KC20037488
36167,True,64108,KC20037060
36172,True,64131,KC20033476
36174,True,64108,KC20034054
36184,True,64110,KC20045400
36185,True,64117,KC20041088
36192,True,64129,KC20033957
36196,True,64134,KC20036769
36219,True,64132,KC20045042
36235,True,64127,KC20039843
36237,True,64130,KC20035228
36240,True,64132,KC20044306
36249,True,64134,KC20036501
36251,True,64134,KC20038831
36255,True,64127,KC20034800
36256,True,64133,KC20034877
36273,True,64123,KC20038935
36279,True,64132,KC20044449
36307,True,64128,KC20035608
36329,True,64134,KC20044419
36332,True,64127,KC20039915
36338,True,64132,KC20047257
36342,True,64131,KC20039195
36351,True,64123,KC20038551
36368,True,64124,KC20042227
36371,True,64130,KC20033527
36373,True,64130,KC20040521
36386,True,64131,KC20041918
36408,True,64129,KC20046713
36411,True,64138,KC20047520
36429,True,64127,KC20034129
36433,True,64132,KC20037279
36452,True,64134,KC20043110
36475,True,64109,KC20041985
36509,True,64130,KC20035441
36540,True,64106,KC20041666
36557,True,64153,KC20037328
36563,True,64137,KC20033463
36586,True,64130,KC20037748
36588,True,64128,KC20044826
36603,True,64127,KC20032647
36606,True,64130,KC20042031
36613,True,64126,KC20044082
36620,True,64116,KC20033820
36643,True,64111,KC20044322
36646,True,64114,KC20038645
36683,True,64131,KC20040676
36685,True,64123,KC20042192
36698,True,64155,KC20044507
36713,True,64138,KC20041430
36743,True,64131,KC20044456
36770,True,64108,KC20035871
36782,True,64127,KC20033516
36799,True,64127,KC20041151
36839,True,64110,KC20042869
36855,True,64128,KC20042615
36862,True,64118,KC20033257
36881,True,64123,KC20033267
36893,True,64109,KC20040388
36894,True,64138,KC20041900
36895,True,64130,KC20038034
36902,True,64131,KC20037452
36905,True,64116,KC20039062
36923,True,64109,KC20037288
36930,True,64109,KC20039787
36939,True,64108,KC20035073
36951,True,64134,KC20033695
36955,True,64133,KC20046896
36965,True,64119,KC20042703
36968,True,64128,KC20045329
36969,True,64128,KC20041115
36972,True,64127,KC20040005
36983,True,64108,KC20044207
36991,True,64147,KC20046848
37002,True,64134,KC20038220
37013,True,64128,KC20044826
37015,True,64129,KC20037598
37021,True,64132,KC20044306
37051,True,64132,KC20042483
37052,True,64134,KC20032900
37075,True,64124,KC20045023
37076,True,64126,KC20040638
37085,True,64128,KC20034714
37096,True,64128,KC20045873
37115,True,64124,KC20035057
37130,True,64131,KC20034141
37134,True,64130,KC20037146
37147,True,64132,KC20032740
37158,True,64128,KC20035713
37165,True,64117,KC20034852
37187,True,64110,KC20037320
37199,True,64138,KC20044227
37217,True,64110,KC20037066
37222,True,64116,KC20046601
37243,True,64127,KC20035219
37285,True,64110,KC20040262
37314,True,64134,KC20046658
37318,True,64130,KC20042760
37368,True,64111,KC20041124
37373,True,64124,KC20040379
37378,True,64128,KC20045124
37380,True,64131,KC20041918
37395,True,64127,KC20034129
37396,True,64130,KC20045055
37425,True,64131,KC20041918
37432,True,64128,KC20035713
37456,True,64134,KC20041327
37466,True,64138,KC20035579
37494,True,64134,KC20043363
37510,True,64124,KC20047430
37518,True,64127,KC20039826
37520,True,64108,KC20046339
37558,True,64155,KC20045664
37568,True,64138,KC20041430
37592,True,64130,KC20045157
37599,True,64111,KC20046637
37617,True,64130,KC20046618
37631,True,64130,KC20033771
37649,True,64134,KC20034930
37680,True,63124,KC20044939
37699,True,64129,KC20046664
37706,True,64132,KC20039445
37716,True,64129,KC20044549
37724,True,64128,KC20044810
37736,True,64108,KC20035532
37743,True,64131,KC20034141
37747,True,64132,KC20047257
37749,True,64111,KC20035423
37750,True,64128,KC20043882
37790,True,64128,KC20044826
37791,True,64130,KC20033487
37794,True,64106,KC20033824
37798,True,64124,KC20043751
37812,True,64110,KC20042869
37821,True,64129,KC20042146
37830,True,64145,KC20042612
37836,True,64110,KC20042338
37863,True,64110,KC20036024
37866,True,64128,KC20042831
37868,True,64111,KC20044111
37915,True,64105,KC20046360
37918,True,64105,KC20044282
37927,True,64131,KC20033730
37933,True,64130,KC20042031
37962,True,64129,KC20041696
37965,True,64128,KC20037393
37967,True,64116,KC20039062
38004,True,64130,KC20040498
38009,True,64130,KC20035850
38018,True,64128,KC20044826
38023,True,64127,KC20040005
38027,True,64129,KC20045621
38053,True,64128,KC20036243
38067,True,64131,KC20035335
38076,True,64131,KC20039794
38087,True,64127,KC20043591
38118,True,64133,KC20042383
38138,True,64110,KC20032743
38139,True,64108,KC20045625
38151,True,64109,KC20045494
38158,True,64124,KC20040950
38161,True,64111,KC20044843
38187,True,64127,KC20041151
38191,True,64131,KC20040676
38195,True,64124,KC20038681
38196,True,64127,KC20045050
38223,True,64128,KC20035135
38230,True,64111,KC20034453
38263,True,64108,KC20041996
38265,True,64127,KC20044126
38267,True,64116,KC20035537
38277,True,64101,KC20041876
38289,True,64129,KC20041696
38297,True,64123,KC20033951
38298,True,64124,KC20044073
38309,True,64109,KC20034525
38319,True,64127,KC20043242
38340,True,64138,KC20036230
38356,True,64128,KC20039556
38365,True,64128,KC20036243
38374,True,64131,KC20041918
38384,True,64111,KC20032902
38386,True,64106,KC20041666
38387,True,64134,KC20039750
38391,True,64128,KC20034153
38399,True,64145,KC20035395
38418,True,64130,KC20033925
38425,True,64128,KC20035617
38439,True,64138,KC20040139
38449,True,64117,KC20034852
38464,True,64111,KC20034453
38488,True,64131,KC20032739
38496,True,64134,KC20037993
38504,True,64132,KC20036599
38522,True,64116,KC20035537
38540,True,64127,KC20047446
38544,True,64132,KC20039391
38562,True,64132,KC20041875
38579,True,64124,KC20042131
38583,True,64127,KC20039826
38604,True,64131,KC20033005
38623,True,64127,KC20034187
38625,True,64111,KC20035389
38626,True,64111,KC20043641
38645,True,64119,KC20041461
38662,True,64110,KC20042869
38664,True,64128,KC20044434
38668,True,64132,KC20043528
38698,True,64127,KC20033451
38743,True,64137,KC20041031
38768,True,64127,KC20043610
38778,True,64130,KC20046375
38784,True,64132,KC20042483
38787,True,64127,KC20036442
38806,True,64108,KC20040944
38809,True,64114,KC20042090
38828,True,64157,KC20041259
38850,True,64132,KC20041411
38868,True,64134,KC20038220
38875,True,64129,KC20045127
38903,True,64124,KC20033759
38906,True,64132,KC20043599
38930,True,64127,KC20040104
38940,True,64128,KC20038747
38942,True,64134,KC20044490
38955,True,64114,KC20046209
38963,True,64134,KC20042403
38986,True,64124,KC20034963
39000,True,64128,KC20042978
39009,True,64110,KC20041841
39026,True,64155,KC20040898
39037,True,64134,KC20043363
39039,True,64109,KC20047171
39063,True,64126,KC20035856
39077,True,64133,KC20034990
39084,True,64130,KC20042031
39114,True,64128,KC20038747
39115,True,64124,KC20041652
39128,True,64124,KC20043090
39143,True,64131,KC20045935
39145,True,64110,KC20033899
39151,True,64127,KC20042387
39156,True,64124,KC20040950
39169,True,64118,KC20033257
39207,True,64131,KC20040795
39225,True,64128,KC20045029
39229,True,64128,KC20034428
39248,True,64106,KC20035069
39253,True,64124,KC20041053
39293,True,64127,KC20039826
39295,True,64128,KC20035458
39296,True,64132,KC20044306
39333,True,64106,KC20038624
39340,True,64133,KC20042649
39345,True,64134,KC20044490
39348,True,64132,KC20044748
39381,True,64131,KC20039794
39390,True,64130,KC20037052
39415,True,64110,KC20042869
39421,True,64153,KC20037328
39424,True,64134,KC20032900
39433,True,64106,KC20041666
39435,True,64109,KC20047171
39436,True,64129,KC20046809
39441,True,64134,KC20035398
39469,True,64134,KC20044288
39471,True,64123,KC20042413
39472,True,64127,KC20046076
39475,True,64132,KC20040584
39479,True,64137,KC20038471
39485,True,64132,KC20043528
39486,True,64131,KC20041918
39509,True,64126,KC20044082
39513,True,64129,KC20041696
39521,True,64110,KC20033214
39523,True,64111,KC20041113
39526,True,64131,KC20035322
39530,True,64132,KC20035369
39532,True,64129,KC20038923
39551,True,64111,KC20041257
39563,True,64123,KC20042192
39567,True,64127,KC20034560
39599,True,64134,KC20038037
39600,True,64124,KC20046090
39603,True,64132,KC20037488
39632,True,64134,KC20036769
39635,True,64131,KC20040795
39648,True,64138,KC20038769
39650,True,64127,KC20037844
39656,True,64132,KC20045042
39667,True,64132,KC20038811
39672,True,64119,KC20041461
39680,True,64108,KC20037060
39720,True,64124,KC20043090
39726,True,64123,KC20032610
39762,True,64127,KC20034129
39776,True,64125,KC20043262
39779,True,64130,KC20036737
39826,True,64130,KC20033527
39833,True,64134,KC20040398
39839,True,64116,KC20039062
39869,True,64108,KC20040944
39875,True,64110,KC20040901
39908,True,64130,KC20033487
39923,True,64130,KC20038353
39924,True,64119,KC20042703
39981,True,64130,KC20042031
39986,True,64109,KC20039787
39992,True,64134,KC20033695
39998,True,64130,KC20034490
40000,True,64130,KC20037748
40004,True,64128,KC20036173
